brand,category_code,event_type,count
avis,auto.accessories.videoregister,view,1342
avis,electronics.audio.subwoofer,cart,1
avis,electronics.audio.subwoofer,view,66
avrora,furniture.kitchen.chair,cart,1
avrora,furniture.kitchen.chair,view,157
avrorateksdizajn,furniture.bedroom.pillow,view,16
avs,auto.accessories.compressor,cart,44
avs,auto.accessories.compressor,purchase,22
avs,auto.accessories.compressor,view,1045
awei,electronics.audio.headphone,cart,285
awei,electronics.audio.headphone,purchase,65
awei,electronics.audio.headphone,view,7152
axis,sport.bicycle,cart,412
axis,sport.bicycle,purchase,98
axis,sport.bicycle,view,12507
axper,auto.accessories.videoregister,cart,36
axper,auto.accessories.videoregister,purchase,9
axper,auto.accessories.videoregister,view,2917
azbukvarik,kids.toys,cart,19
azbukvarik,kids.toys,purchase,3
azbukvarik,kids.toys,view,541
b-kids,kids.toys,view,14
babolat,sport.tennis,cart,21
babolat,sport.tennis,purchase,5
babolat,sport.tennis,view,847
baboo,kids.toys,cart,1
baboo,kids.toys,view,123
baby,furniture.kitchen.chair,view,1
babybotte,apparel.shoes,cart,24
babybotte,apparel.shoes,purchase,4
babybotte,apparel.shoes,view,4194
babygo,furniture.kitchen.chair,view,82
babygo,furniture.living_room.chair,cart,12
babygo,furniture.living_room.chair,purchase,3
babygo,furniture.living_room.chair,view,891
babygo,kids.carriage,view,2
babyhit,furniture.living_room.chair,view,76
babyhit,kids.carriage,cart,3
babyhit,kids.carriage,purchase,2
babyhit,kids.carriage,view,233
babyhit,kids.skates,view,30
babyhit,sport.bicycle,view,30
babykiss,kids.carriage,cart,18
babykiss,kids.carriage,purchase,6
babykiss,kids.carriage,view,1634
babyliss,appliances.personal.hair_cutter,cart,61
babyliss,appliances.personal.hair_cutter,purchase,24
babyliss,appliances.personal.hair_cutter,view,2638
babylisspro,appliances.personal.hair_cutter,view,209
babylock,appliances.sewing_machine,cart,2
babylock,appliances.sewing_machine,purchase,1
babylock,appliances.sewing_machine,view,74
babymoov,kids.swing,cart,6
babymoov,kids.swing,purchase,3
babymoov,kids.swing,view,211
babys,furniture.kitchen.chair,cart,41
babys,furniture.kitchen.chair,purchase,12
babys,furniture.kitchen.chair,view,1767
babysinq,kids.carriage,view,103
babyswing,kids.swing,cart,351
babyswing,kids.swing,purchase,119
babyswing,kids.swing,view,7843
babytime,kids.carriage,cart,405
babytime,kids.carriage,purchase,131
babytime,kids.carriage,view,17800
babyzen,kids.carriage,cart,260
babyzen,kids.carriage,purchase,85
babyzen,kids.carriage,view,7321
babyzz,kids.carriage,cart,29
babyzz,kids.carriage,purchase,3
babyzz,kids.carriage,view,1825
baden,accessories.bag,cart,297
baden,accessories.bag,purchase,109
baden,accessories.bag,view,16064
baden,apparel.shoes,cart,5460
baden,apparel.shoes,purchase,1325
baden,apparel.shoes,view,234378
baden,apparel.shoes.ballet_shoes,view,1
baden,apparel.shoes.keds,cart,282
baden,apparel.shoes.keds,purchase,81
baden,apparel.shoes.keds,view,12749
bafang,sport.bicycle,purchase,2
bafang,sport.bicycle,view,2066
bair,kids.carriage,cart,17
bair,kids.carriage,purchase,6
bair,kids.carriage,view,1336
ballistix,computers.components.memory,cart,12
ballistix,computers.components.memory,purchase,2
ballistix,computers.components.memory,view,236
ballu,appliances.environment.air_heater,cart,1780
ballu,appliances.environment.air_heater,purchase,494
ballu,appliances.environment.air_heater,view,41480
balmain,electronics.clocks,cart,1
balmain,electronics.clocks,view,1547
bambini,furniture.bedroom.bed,cart,29
bambini,furniture.bedroom.bed,purchase,11
bambini,furniture.bedroom.bed,view,2328
bambola,furniture.kitchen.chair,cart,3
bambola,furniture.kitchen.chair,view,373
bambola,furniture.living_room.chair,cart,228
bambola,furniture.living_room.chair,purchase,67
bambola,furniture.living_room.chair,view,7333
bambola,kids.carriage,cart,20
bambola,kids.carriage,purchase,6
bambola,kids.carriage,view,1455
bamboo,construction.components.faucet,view,77
baratto,apparel.shoes,cart,44
baratto,apparel.shoes,purchase,12
baratto,apparel.shoes,view,2600
barbie,kids.dolls,cart,120
barbie,kids.dolls,purchase,30
barbie,kids.dolls,view,8592
barbie,kids.toys,view,102
barer,stationery.cartrige,cart,14
barer,stationery.cartrige,purchase,6
barer,stationery.cartrige,view,374
barhatnyjsezon,appliances.environment.air_heater,view,10
barneo,computers.desktop,cart,5
barneo,computers.desktop,purchase,2
barneo,computers.desktop,view,407
barneo,furniture.kitchen.chair,cart,173
barneo,furniture.kitchen.chair,purchase,49
barneo,furniture.kitchen.chair,view,6484
barneo,furniture.kitchen.table,cart,16
barneo,furniture.kitchen.table,purchase,9
barneo,furniture.kitchen.table,view,1904
bartek,apparel.shoes,cart,204
bartek,apparel.shoes,purchase,63
bartek,apparel.shoes,view,6910
bartek,apparel.shoes.keds,cart,105
bartek,apparel.shoes.keds,purchase,4
bartek,apparel.shoes.keds,view,1027
bartek,apparel.shoes.moccasins,view,5
bartplast,kids.carriage,view,88
barty,furniture.kitchen.chair,cart,5
barty,furniture.kitchen.chair,purchase,2
barty,furniture.kitchen.chair,view,463
basic,computers.desktop,cart,21
basic,computers.desktop,purchase,3
basic,computers.desktop,view,2696
basik,kids.toys,cart,44
basik,kids.toys,purchase,14
basik,kids.toys,view,1686
batman,kids.dolls,view,2
battat,kids.toys,view,28
bayer,kids.dolls,cart,8
bayer,kids.dolls,purchase,4
bayer,kids.dolls,view,680
bayerdolls,kids.dolls,view,36
bayerlux,furniture.universal.light,cart,1
bayerlux,furniture.universal.light,purchase,1
bayerlux,furniture.universal.light,view,66
bazhou,furniture.kitchen.table,view,242
bbk,appliances.kitchen.microwave,cart,5
bbk,appliances.kitchen.microwave,purchase,3
bbk,appliances.kitchen.microwave,view,157
bbk,appliances.kitchen.oven,cart,36
bbk,appliances.kitchen.oven,purchase,12
bbk,appliances.kitchen.oven,view,1802
bbk,appliances.personal.scales,cart,60
bbk,appliances.personal.scales,purchase,36
bbk,appliances.personal.scales,view,1214
bburago,kids.toys,view,1
beaba,appliances.kitchen.steam_cooker,view,2
beats,electronics.audio.headphone,cart,127
beats,electronics.audio.headphone,purchase,42
beats,electronics.audio.headphone,view,8322
behringer,electronics.audio.acoustic,cart,59
behringer,electronics.audio.acoustic,purchase,8
behringer,electronics.audio.acoustic,view,2584
behringer,electronics.audio.headphone,cart,1
behringer,electronics.audio.headphone,view,56
behringer,electronics.audio.microphone,cart,1
behringer,electronics.audio.microphone,view,284
beko,appliances.environment.air_conditioner,cart,127
beko,appliances.environment.air_conditioner,purchase,20
beko,appliances.environment.air_conditioner,view,4429
beko,appliances.kitchen.dishwasher,cart,635
beko,appliances.kitchen.dishwasher,purchase,159
beko,appliances.kitchen.dishwasher,view,19888
beko,appliances.kitchen.hob,cart,394
beko,appliances.kitchen.hob,purchase,109
beko,appliances.kitchen.hob,view,12749
beko,appliances.kitchen.hood,cart,47
beko,appliances.kitchen.hood,purchase,13
beko,appliances.kitchen.hood,view,1680
beko,appliances.kitchen.microwave,view,56
beko,appliances.kitchen.oven,cart,594
beko,appliances.kitchen.oven,purchase,165
beko,appliances.kitchen.oven,view,24761
beko,appliances.kitchen.refrigerators,cart,4577
beko,appliances.kitchen.refrigerators,purchase,1326
beko,appliances.kitchen.refrigerators,view,103034
beko,appliances.kitchen.washer,cart,6132
beko,appliances.kitchen.washer,purchase,2021
beko,appliances.kitchen.washer,view,98201
belashoff,furniture.bedroom.blanket,cart,31
belashoff,furniture.bedroom.blanket,purchase,5
belashoff,furniture.bedroom.blanket,view,1455
belashoff,furniture.bedroom.pillow,cart,133
belashoff,furniture.bedroom.pillow,purchase,25
belashoff,furniture.bedroom.pillow,view,4602
belecoo,furniture.living_room.chair,view,36
belecoo,kids.carriage,cart,2281
belecoo,kids.carriage,purchase,745
belecoo,kids.carriage,view,71582
bellamebel,furniture.living_room.sofa,cart,54
bellamebel,furniture.living_room.sofa,purchase,14
bellamebel,furniture.living_room.sofa,view,5057
belux,furniture.bathroom.bath,view,38
bene,appliances.iron,view,10
bene,appliances.kitchen.blender,cart,30
bene,appliances.kitchen.blender,purchase,4
bene,appliances.kitchen.blender,view,1307
bene,appliances.kitchen.coffee_grinder,cart,21
bene,appliances.kitchen.coffee_grinder,purchase,5
bene,appliances.kitchen.coffee_grinder,view,860
bene,appliances.kitchen.coffee_machine,cart,20
bene,appliances.kitchen.coffee_machine,purchase,3
bene,appliances.kitchen.coffee_machine,view,1205
bene,appliances.kitchen.kettle,cart,56
bene,appliances.kitchen.kettle,purchase,12
bene,appliances.kitchen.kettle,view,2018
bene,appliances.kitchen.meat_grinder,cart,95
bene,appliances.kitchen.meat_grinder,purchase,24
bene,appliances.kitchen.meat_grinder,view,1497
bene,appliances.kitchen.toster,purchase,1
bene,appliances.kitchen.toster,view,61
bene,appliances.personal.hair_cutter,cart,22
bene,appliances.personal.hair_cutter,purchase,3
bene,appliances.personal.hair_cutter,view,1288
bene,appliances.personal.scales,cart,44
bene,appliances.personal.scales,purchase,20
bene,appliances.personal.scales,view,1189
bene,construction.tools.generator,cart,27
bene,construction.tools.generator,purchase,11
bene,construction.tools.generator,view,1516
benebaby,kids.carriage,cart,27
benebaby,kids.carriage,purchase,7
benebaby,kids.carriage,view,1078
benq,computers.peripherals.monitor,view,700
bentley,sport.bicycle,cart,1
bentley,sport.bicycle,view,92
berghoff,appliances.kitchen.grill,cart,4
berghoff,appliances.kitchen.grill,purchase,1
berghoff,appliances.kitchen.grill,view,785
berghoff,appliances.kitchen.kettle,view,1
bergner,appliances.kitchen.kettle,cart,31
bergner,appliances.kitchen.kettle,purchase,12
bergner,appliances.kitchen.kettle,view,1084
berkut,auto.accessories.compressor,cart,14
berkut,auto.accessories.compressor,purchase,5
berkut,auto.accessories.compressor,view,2619
bernina,appliances.sewing_machine,cart,402
bernina,appliances.sewing_machine,purchase,125
bernina,appliances.sewing_machine,view,12102
bertoni,furniture.living_room.chair,cart,52
bertoni,furniture.living_room.chair,purchase,15
bertoni,furniture.living_room.chair,view,1727
bertoni,kids.carriage,cart,58
bertoni,kids.carriage,purchase,13
bertoni,kids.carriage,view,3447
bertoni,kids.toys,cart,17
bertoni,kids.toys,purchase,5
bertoni,kids.toys,view,1313
bertoni,sport.bicycle,cart,1
bertoni,sport.bicycle,purchase,1
bertoni,sport.bicycle,view,107
besafe,furniture.living_room.chair,cart,11
besafe,furniture.living_room.chair,purchase,2
besafe,furniture.living_room.chair,view,282
best,appliances.kitchen.hood,view,13
bestlife,accessories.bag,cart,1
bestlife,accessories.bag,view,55
bestoy,kids.toys,cart,496
bestoy,kids.toys,purchase,201
bestoy,kids.toys,view,8997
bestway,accessories.bag,purchase,1
bestway,accessories.bag,view,312
bestway,construction.tools.pump,cart,10
bestway,construction.tools.pump,purchase,3
bestway,construction.tools.pump,view,590
betsy,apparel.shoes,view,1025
betsy,apparel.shoes.ballet_shoes,view,57
beurer,appliances.personal.massager,view,20
beurer,appliances.personal.scales,view,1
beyerdynamic,electronics.audio.headphone,cart,91
beyerdynamic,electronics.audio.headphone,purchase,22
beyerdynamic,electronics.audio.headphone,view,2293
beyerdynamic,electronics.audio.microphone,cart,31
beyerdynamic,electronics.audio.microphone,purchase,13
beyerdynamic,electronics.audio.microphone,view,1133
bfsnowboards,sport.snowboard,cart,3
bfsnowboards,sport.snowboard,view,145
biema,electronics.audio.acoustic,view,112
biemmedue,appliances.environment.vacuum,cart,1
biemmedue,appliances.environment.vacuum,view,229
binatone,appliances.iron,view,5
bio-tekstil,furniture.bedroom.pillow,cart,1
bio-tekstil,furniture.bedroom.pillow,purchase,1
bio-tekstil,furniture.bedroom.pillow,view,117
biomecanics,apparel.shoes,cart,37
biomecanics,apparel.shoes,purchase,7
biomecanics,apparel.shoes,view,2523
biomecanics,apparel.shoes.keds,cart,7
biomecanics,apparel.shoes.keds,view,657
biomecanics,apparel.shoes.sandals,cart,4
biomecanics,apparel.shoes.sandals,purchase,3
biomecanics,apparel.shoes.sandals,view,333
biostar,computers.components.motherboard,cart,10
biostar,computers.components.motherboard,purchase,1
biostar,computers.components.motherboard,view,738
birusa,appliances.kitchen.refrigerators,cart,100
birusa,appliances.kitchen.refrigerators,purchase,23
birusa,appliances.kitchen.refrigerators,view,1811
bissell,appliances.environment.vacuum,cart,32
bissell,appliances.environment.vacuum,purchase,10
bissell,appliances.environment.vacuum,view,1893
bissell,construction.tools.generator,cart,1
bissell,construction.tools.generator,purchase,1
bissell,construction.tools.generator,view,130
biwec,kids.skates,view,1
biwec,sport.bicycle,cart,10
biwec,sport.bicycle,purchase,1
biwec,sport.bicycle,view,519
biwec,sport.snowboard,cart,47
biwec,sport.snowboard,purchase,16
biwec,sport.snowboard,view,1947
blackberry,electronics.smartphone,cart,26
blackberry,electronics.smartphone,purchase,21
blackberry,electronics.smartphone,view,4674
blackberry,electronics.telephone,view,16
blackdecker,construction.tools.screw,view,62
blackvue,auto.accessories.videoregister,cart,36
blackvue,auto.accessories.videoregister,purchase,10
blackvue,auto.accessories.videoregister,view,3128
blam,electronics.audio.subwoofer,cart,12
blam,electronics.audio.subwoofer,purchase,4
blam,electronics.audio.subwoofer,view,2123
blanco,construction.components.faucet,cart,2
blanco,construction.components.faucet,view,365
blauberg,appliances.environment.fan,view,38
blaupunkt,electronics.video.tv,cart,267
blaupunkt,electronics.video.tv,purchase,54
blaupunkt,electronics.video.tv,view,9674
blg,electronics.audio.acoustic,view,21
bluedio,electronics.audio.headphone,cart,9
bluedio,electronics.audio.headphone,purchase,3
bluedio,electronics.audio.headphone,view,549
blueseven,apparel.jumper,cart,1
blueseven,apparel.jumper,view,48
bluesonic,auto.accessories.videoregister,cart,4
bluesonic,auto.accessories.videoregister,purchase,2
bluesonic,auto.accessories.videoregister,view,457
bluesonic,electronics.camera.video,cart,3
bluesonic,electronics.camera.video,view,122
bmw,sport.bicycle,cart,6
bmw,sport.bicycle,purchase,2
bmw,sport.bicycle,view,229
boccia,electronics.clocks,cart,372
boccia,electronics.clocks,purchase,123
boccia,electronics.clocks,view,21133
bochetti,apparel.shoes,cart,119
bochetti,apparel.shoes,purchase,34
bochetti,apparel.shoes,view,5039
bodykraft,appliances.personal.massager,view,5
bodysculpture,sport.trainer,cart,137
bodysculpture,sport.trainer,purchase,29
bodysculpture,sport.trainer,view,4571
bohemia,furniture.universal.light,cart,16
bohemia,furniture.universal.light,purchase,4
bohemia,furniture.universal.light,view,494
bomberg,electronics.clocks,cart,1
bomberg,electronics.clocks,view,764
bompani,appliances.kitchen.dishwasher,view,26
bompani,appliances.kitchen.hob,view,72
bompani,appliances.kitchen.hood,view,41
bompani,appliances.kitchen.oven,view,44
bompani,appliances.kitchen.refrigerators,view,22
bona,computers.components.cooler,cart,7
bona,computers.components.cooler,purchase,1
bona,computers.components.cooler,view,272
bond,apparel.belt,cart,19
bond,apparel.belt,purchase,11
bond,apparel.belt,view,670
bonvini,appliances.kitchen.refrigerators,cart,1
bonvini,appliances.kitchen.refrigerators,view,106
borasco,electronics.audio.headphone,cart,5
borasco,electronics.audio.headphone,view,89
